"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2011","2011",7290,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2012","2012",7333,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2013","2013",7284,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2014","2014",7393,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2015","2015",7538,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2016","2016",7656,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2017","2017",7740,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2018","2018",8031,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2019","2019",8159,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2010","2010",7594,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2011","2011",7787,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2012","2012",7883,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2013","2013",7889,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2014","2014",8031,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2015","2015",8190,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2016","2016",8305,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2017","2017",8420,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2018","2018",8726,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2019","2019",8868,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2010","2010",11926,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2011","2011",12377,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2012","2012",12807,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2013","2013",13244,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2014","2014",13694,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2015","2015",14178,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2016","2016",14659,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2017","2017",15080,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2018","2018",15645,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2019","2019",16232,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","SWE","Sweden","2020","2020",16719,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2010","2010",4973,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2011","2011",5258,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2012","2012",5324,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2013","2013",5223,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2014","2014",5292,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2015","2015",5339,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2016","2016",5863,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2017","2017",5889,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2018","2018",5886,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","CHE","Switzerland","2019","2019",5769,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2010","2010",26506,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2011","2011",26089,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2012","2012",26571,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2013","2013",27012,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2014","2014",27199,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2015","2015",27530,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2016","2016",27864,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2017","2017",28512,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2018","2018",32032,"B","Break"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2019","2019",33841,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","TUR","Türkiye","2020","2020",35364,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2010","2010",40641,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2011","2011",48042,"B","Break"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2012","2012",49731,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2013","2013",51315,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2014","2014",53261,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2015","2015",54380,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2016","2016",56542,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2017","2017",55960,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2018","2018",57225,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2019","2019",58239,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","GBR","United Kingdom","2020","2020",57218,"P","Provisional value"
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2010","2010",268030,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2011","2011",272320,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2012","2012",281560,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2013","2013",287420,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2014","2014",290780,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2015","2015",295620,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2016","2016",305510,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2017","2017",309330,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2018","2018",309550,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2019","2019",311200,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","USA","United States","2020","2020",315470,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2010","2010",4498,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2011","2011",4630,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2012","2012",5211,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2013","2013",6064,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2014","2014",7325,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2015","2015",7965,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2016","2016",8558,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2017","2017",9128,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2018","2018",9858,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2019","2019",10476,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2020","2020",11612,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","CHL","Chile","2021","2021",12287,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2010","2010",842,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2011","2011",832,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2012","2012",847,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2013","2013",868,"B","Break"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2014","2014",883,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2015","2015",948,"B","Break"
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2016","2016",963,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2017","2017",956,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2018","2018",955,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2019","2019",951,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","EST","Estonia","2020","2020",968,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2010","2010",1170,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2011","2011",1220,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2012","2012",1284,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2013","2013",1319,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2014","2014",1307,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2015","2015",1337,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2016","2016",1361,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2017","2017",1384,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2018","2018",1441,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2019","2019",1463,,
"PHSTLPPH","Pharmacists licensed to practice","PERSMYNB","Number of persons (head counts)","EST","Estonia","2020","2020",1520,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2010","2010",5733,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2011","2011",5800,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2012","2012",5967,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2013","2013",5867,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2014","2014",5800,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2015","2015",6233,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2016","2016",6133,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2017","2017",6600,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2018","2018",7700,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2019","2019",8500,,
"PHSTPHAR","Practising pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2020","2020",8300,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2010","2010",6097,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2011","2011",6429,,
"PHSTPAPH","Professionally active pharmacists","PERSMYNB","Number of persons (head counts)","ISR","Israel","2012","2012",6669,,
